Training on 285 samples. Training 30000 steps.
2019-11-10 19:27:23 step:4660  loss:0.1260 l_f:0.0863 loss_0:0.1163 loss_1:0.1756 
2019-11-10 19:27:50 step:4680  loss:0.1286 l_f:0.0715 loss_0:0.1085 loss_1:0.2057 
2019-11-10 19:28:18 step:4700  loss:0.4310 l_f:0.4232 loss_0:0.4341 loss_1:0.4355 
2019-11-10 19:28:45 step:4720  loss:0.2858 l_f:0.2238 loss_0:0.2488 loss_1:0.3848 
2019-11-10 19:29:13 step:4740  loss:0.2447 l_f:0.1504 loss_0:0.2417 loss_1:0.3422 
2019-11-10 19:29:40 step:4760  loss:0.2159 l_f:0.1287 loss_0:0.1661 loss_1:0.3530 
2019-11-10 19:30:08 step:4780  loss:0.4387 l_f:0.4132 loss_0:0.4615 loss_1:0.4413 
2019-11-10 19:30:35 step:4800  loss:0.0895 l_f:0.0658 loss_0:0.0848 loss_1:0.1178 
2019-11-10 19:31:03 step:4820  loss:0.4361 l_f:0.4101 loss_0:0.4851 loss_1:0.4130 
2019-11-10 19:31:30 step:4840  loss:0.3213 l_f:0.2456 loss_0:0.3121 loss_1:0.4063 
2019-11-10 19:31:57 step:4860  loss:0.0940 l_f:0.0518 loss_0:0.0846 loss_1:0.1458 
2019-11-10 19:32:25 step:4880  loss:0.2361 l_f:0.2145 loss_0:0.2540 loss_1:0.2397 
2019-11-10 19:32:52 step:4900  loss:0.1742 l_f:0.1151 loss_0:0.1501 loss_1:0.2572 
2019-11-10 19:33:20 step:4920  loss:0.1777 l_f:0.1350 loss_0:0.1599 loss_1:0.2381 
2019-11-10 19:33:47 step:4940  loss:0.2148 l_f:0.1586 loss_0:0.2177 loss_1:0.2681 
2019-11-10 19:34:14 step:4960  loss:0.1369 l_f:0.0896 loss_0:0.1357 loss_1:0.1853 
2019-11-10 19:34:42 step:4980  loss:0.2016 l_f:0.1291 loss_0:0.1882 loss_1:0.2875 
2019-11-10 19:35:09 step:5000  loss:0.1790 l_f:0.1171 loss_0:0.1481 loss_1:0.2717 
2019-11-10 19:35:37 step:5020  loss:0.2667 l_f:0.1506 loss_0:0.2300 loss_1:0.4196 
2019-11-10 19:36:05 step:5040  loss:0.3235 l_f:0.2836 loss_0:0.3485 loss_1:0.3383 
2019-11-10 19:36:32 step:5060  loss:0.1390 l_f:0.0930 loss_0:0.1397 loss_1:0.1843 
2019-11-10 19:37:00 step:5080  loss:0.2400 l_f:0.1839 loss_0:0.2352 loss_1:0.3007 
2019-11-10 19:37:27 step:5100  loss:0.2069 l_f:0.1426 loss_0:0.1987 loss_1:0.2793 
2019-11-10 19:37:54 step:5120  loss:0.1251 l_f:0.0749 loss_0:0.1016 loss_1:0.1987 
2019-11-10 19:38:22 step:5140  loss:0.2861 l_f:0.2336 loss_0:0.2866 loss_1:0.3382 
2019-11-10 19:38:49 step:5160  loss:0.2358 l_f:0.1713 loss_0:0.2047 loss_1:0.3313 
2019-11-10 19:39:17 step:5180  loss:0.2552 l_f:0.1867 loss_0:0.2172 loss_1:0.3616 
2019-11-10 19:39:44 step:5200  loss:0.1460 l_f:0.1022 loss_0:0.1145 loss_1:0.2212 
2019-11-10 19:40:12 step:5220  loss:0.1526 l_f:0.0996 loss_0:0.1289 loss_1:0.2294 
2019-11-10 19:40:40 step:5240  loss:0.1467 l_f:0.1125 loss_0:0.1274 loss_1:0.2002 
2019-11-10 19:41:07 step:5260  loss:0.1680 l_f:0.1123 loss_0:0.1550 loss_1:0.2366 
2019-11-10 19:41:34 step:5280  loss:0.2739 l_f:0.1651 loss_0:0.2264 loss_1:0.4304 
2019-11-10 19:42:02 step:5300  loss:0.2940 l_f:0.2282 loss_0:0.2480 loss_1:0.4058 
2019-11-10 19:42:29 step:5320  loss:0.1313 l_f:0.0974 loss_0:0.1227 loss_1:0.1738 
2019-11-10 19:42:57 step:5340  loss:0.2449 l_f:0.1932 loss_0:0.2504 loss_1:0.2910 
2019-11-10 19:43:24 step:5360  loss:0.1907 l_f:0.1488 loss_0:0.1926 loss_1:0.2307 
2019-11-10 19:43:51 step:5380  loss:0.1138 l_f:0.0873 loss_0:0.0995 loss_1:0.1546 
2019-11-10 19:44:19 step:5400  loss:0.1476 l_f:0.1008 loss_0:0.1270 loss_1:0.2150 
2019-11-10 19:44:47 step:5420  loss:0.1565 l_f:0.1448 loss_0:0.1542 loss_1:0.1705 
2019-11-10 19:45:14 step:5440  loss:0.2054 l_f:0.0996 loss_0:0.1571 loss_1:0.3595 
2019-11-10 19:45:41 step:5460  loss:0.4293 l_f:0.4008 loss_0:0.4631 loss_1:0.4241 
2019-11-10 19:46:09 step:5480  loss:0.2203 l_f:0.1378 loss_0:0.2021 loss_1:0.3210 
2019-11-10 19:46:36 step:5500  loss:0.1706 l_f:0.1147 loss_0:0.1597 loss_1:0.2373 
2019-11-10 19:47:04 step:5520  loss:0.4761 l_f:0.4383 loss_0:0.5149 loss_1:0.4751 
2019-11-10 19:47:31 step:5540  loss:0.2695 l_f:0.2242 loss_0:0.2614 loss_1:0.3228 
2019-11-10 19:47:59 step:5560  loss:0.1299 l_f:0.0928 loss_0:0.1239 loss_1:0.1730 
2019-11-10 19:48:26 step:5580  loss:0.1474 l_f:0.1004 loss_0:0.1260 loss_1:0.2159 
2019-11-10 19:48:53 step:5600  loss:0.1865 l_f:0.1210 loss_0:0.1775 loss_1:0.2611 
2019-11-10 19:49:21 step:5620  loss:0.2044 l_f:0.1323 loss_0:0.1910 loss_1:0.2900 
2019-11-10 19:49:49 step:5640  loss:0.2118 l_f:0.1550 loss_0:0.1977 loss_1:0.2826 
2019-11-10 19:50:17 step:5660  loss:0.2795 l_f:0.1792 loss_0:0.2065 loss_1:0.4528 
2019-11-10 19:50:44 step:5680  loss:0.2814 l_f:0.2264 loss_0:0.2499 loss_1:0.3678 
2019-11-10 19:51:12 step:5700  loss:0.1678 l_f:0.1174 loss_0:0.1685 loss_1:0.2174 
2019-11-10 19:51:39 step:5720  loss:0.1831 l_f:0.1167 loss_0:0.1325 loss_1:0.3002 
2019-11-10 19:52:07 step:5740  loss:0.5303 l_f:0.5107 loss_0:0.5509 loss_1:0.5291 
2019-11-10 19:52:34 step:5760  loss:0.1533 l_f:0.0807 loss_0:0.0999 loss_1:0.2795 
2019-11-10 19:53:02 step:5780  loss:0.2563 l_f:0.1695 loss_0:0.1848 loss_1:0.4144 
2019-11-10 19:53:29 step:5800  loss:0.1902 l_f:0.1006 loss_0:0.1540 loss_1:0.3161 
2019-11-10 19:53:57 step:5820  loss:0.1907 l_f:0.1405 loss_0:0.1731 loss_1:0.2586 
2019-11-10 19:54:24 step:5840  loss:0.1874 l_f:0.1549 loss_0:0.1783 loss_1:0.2290 
2019-11-10 19:54:52 step:5860  loss:0.1477 l_f:0.0874 loss_0:0.1488 loss_1:0.2069 
2019-11-10 19:55:19 step:5880  loss:0.1274 l_f:0.0735 loss_0:0.1104 loss_1:0.1982 
2019-11-10 19:55:46 step:5900  loss:0.2661 l_f:0.1810 loss_0:0.1730 loss_1:0.4443 
2019-11-10 19:56:13 step:5920  loss:0.4853 l_f:0.4557 loss_0:0.5481 loss_1:0.4520 
2019-11-10 19:56:41 step:5940  loss:0.1538 l_f:0.1081 loss_0:0.1474 loss_1:0.2057 
2019-11-10 19:57:08 step:5960  loss:0.2400 l_f:0.1796 loss_0:0.2097 loss_1:0.3306 
2019-11-10 19:57:35 step:5980  loss:0.1793 l_f:0.1566 loss_0:0.1916 loss_1:0.1896 
2019-11-10 19:58:02 step:6000  loss:0.2998 l_f:0.2217 loss_0:0.2726 loss_1:0.4049 
2019-11-10 19:58:30 step:6020  loss:0.1412 l_f:0.0783 loss_0:0.1187 loss_1:0.2265 
2019-11-10 19:58:57 step:6040  loss:0.1887 l_f:0.1442 loss_0:0.1765 loss_1:0.2454 
2019-11-10 19:59:24 step:6060  loss:0.1288 l_f:0.0993 loss_0:0.1403 loss_1:0.1467 
2019-11-10 19:59:52 step:6080  loss:0.2151 l_f:0.1519 loss_0:0.2026 loss_1:0.2907 
2019-11-10 20:00:19 step:6100  loss:0.2184 l_f:0.1484 loss_0:0.1616 loss_1:0.3453 
2019-11-10 20:00:46 step:6120  loss:0.3343 l_f:0.2062 loss_0:0.3255 loss_1:0.4714 
2019-11-10 20:01:14 step:6140  loss:0.1951 l_f:0.1505 loss_0:0.1988 loss_1:0.2360 
2019-11-10 20:01:41 step:6160  loss:0.2209 l_f:0.1572 loss_0:0.2553 loss_1:0.2503 
2019-11-10 20:02:09 step:6180  loss:0.1481 l_f:0.1042 loss_0:0.1229 loss_1:0.2173 
2019-11-10 20:02:36 step:6200  loss:0.1957 l_f:0.1112 loss_0:0.1451 loss_1:0.3307 
2019-11-10 20:03:04 step:6220  loss:0.1360 l_f:0.0842 loss_0:0.1147 loss_1:0.2090 
2019-11-10 20:03:31 step:6240  loss:0.2726 l_f:0.2290 loss_0:0.2481 loss_1:0.3407 
2019-11-10 20:03:59 step:6260  loss:0.1401 l_f:0.0996 loss_0:0.1196 loss_1:0.2011 
2019-11-10 20:04:26 step:6280  loss:0.3037 l_f:0.2125 loss_0:0.2476 loss_1:0.4508 
2019-11-10 20:04:53 step:6300  loss:0.1911 l_f:0.1421 loss_0:0.1839 loss_1:0.2473 
2019-11-10 20:05:21 step:6320  loss:0.2129 l_f:0.1201 loss_0:0.1964 loss_1:0.3223 
2019-11-10 20:05:48 step:6340  loss:0.2672 l_f:0.1837 loss_0:0.2107 loss_1:0.4072 
2019-11-10 20:06:15 step:6360  loss:0.1515 l_f:0.0951 loss_0:0.1169 loss_1:0.2426 
2019-11-10 20:06:42 step:6380  loss:0.2002 l_f:0.1202 loss_0:0.1828 loss_1:0.2976 
2019-11-10 20:07:10 step:6400  loss:0.2013 l_f:0.1626 loss_0:0.2028 loss_1:0.2386 
2019-11-10 20:07:37 step:6420  loss:0.3988 l_f:0.3761 loss_0:0.4294 loss_1:0.3910 
2019-11-10 20:08:04 step:6440  loss:0.2572 l_f:0.1933 loss_0:0.2146 loss_1:0.3636 
2019-11-10 20:08:32 step:6460  loss:0.2209 l_f:0.1795 loss_0:0.2211 loss_1:0.2621 
2019-11-10 20:08:59 step:6480  loss:0.2605 l_f:0.1918 loss_0:0.2264 loss_1:0.3632 
2019-11-10 20:09:26 step:6500  loss:0.2705 l_f:0.2136 loss_0:0.2424 loss_1:0.3554 
2019-11-10 20:09:54 step:6520  loss:0.1284 l_f:0.0908 loss_0:0.1221 loss_1:0.1723 
2019-11-10 20:10:21 step:6540  loss:0.2345 l_f:0.1793 loss_0:0.2143 loss_1:0.3099 
2019-11-10 20:10:48 step:6560  loss:0.1999 l_f:0.1208 loss_0:0.1452 loss_1:0.3338 
2019-11-10 20:11:15 step:6580  loss:0.1855 l_f:0.1213 loss_0:0.1818 loss_1:0.2534 
2019-11-10 20:11:42 step:6600  loss:0.1978 l_f:0.1686 loss_0:0.1806 loss_1:0.2444 
2019-11-10 20:12:10 step:6620  loss:0.1246 l_f:0.0827 loss_0:0.1146 loss_1:0.1764 
2019-11-10 20:12:37 step:6640  loss:0.1639 l_f:0.1041 loss_0:0.1780 loss_1:0.2097 
2019-11-10 20:13:05 step:6660  loss:0.3459 l_f:0.2379 loss_0:0.2729 loss_1:0.5269 
2019-11-10 20:13:32 step:6680  loss:0.4185 l_f:0.4135 loss_0:0.4206 loss_1:0.4216 
2019-11-10 20:14:00 step:6700  loss:0.1963 l_f:0.1509 loss_0:0.1920 loss_1:0.2459 
2019-11-10 20:14:27 step:6720  loss:0.2755 l_f:0.2373 loss_0:0.2879 loss_1:0.3012 
2019-11-10 20:14:55 step:6740  loss:0.2797 l_f:0.1838 loss_0:0.1751 loss_1:0.4802 
2019-11-10 20:15:23 step:6760  loss:0.2628 l_f:0.2103 loss_0:0.2570 loss_1:0.3211 
2019-11-10 20:15:50 step:6780  loss:0.1257 l_f:0.0972 loss_0:0.1459 loss_1:0.1340 
2019-11-10 20:16:17 step:6800  loss:0.1575 l_f:0.1130 loss_0:0.1803 loss_1:0.1791 
2019-11-10 20:16:45 step:6820  loss:0.2404 l_f:0.1859 loss_0:0.2203 loss_1:0.3151 
2019-11-10 20:17:13 step:6840  loss:0.2029 l_f:0.1536 loss_0:0.2108 loss_1:0.2442 
2019-11-10 20:17:40 step:6860  loss:0.1405 l_f:0.0858 loss_0:0.1146 loss_1:0.2209 
2019-11-10 20:18:07 step:6880  loss:0.0655 l_f:0.0383 loss_0:0.0741 loss_1:0.0842 
2019-11-10 20:18:34 step:6900  loss:0.2641 l_f:0.2319 loss_0:0.2878 loss_1:0.2726 
2019-11-10 20:19:02 step:6920  loss:0.2329 l_f:0.1839 loss_0:0.2383 loss_1:0.2765 
2019-11-10 20:19:29 step:6940  loss:0.1943 l_f:0.1512 loss_0:0.1810 loss_1:0.2506 
2019-11-10 20:19:57 step:6960  loss:0.1250 l_f:0.0934 loss_0:0.1167 loss_1:0.1648 
2019-11-10 20:20:24 step:6980  loss:0.2252 l_f:0.1333 loss_0:0.1536 loss_1:0.3888 
2019-11-10 20:20:51 step:7000  loss:0.4907 l_f:0.4656 loss_0:0.5205 loss_1:0.4860 
2019-11-10 20:21:19 step:7020  loss:0.0987 l_f:0.0592 loss_0:0.0933 loss_1:0.1437 
2019-11-10 20:21:47 step:7040  loss:0.1170 l_f:0.0881 loss_0:0.1018 loss_1:0.1612 
2019-11-10 20:22:14 step:7060  loss:0.0973 l_f:0.0713 loss_0:0.0864 loss_1:0.1343 
2019-11-10 20:22:41 step:7080  loss:0.1901 l_f:0.1468 loss_0:0.1859 loss_1:0.2377 
2019-11-10 20:23:09 step:7100  loss:0.1527 l_f:0.1010 loss_0:0.1314 loss_1:0.2257 
2019-11-10 20:23:36 step:7120  loss:0.1946 l_f:0.1239 loss_0:0.1815 loss_1:0.2783 
2019-11-10 20:24:03 step:7140  loss:0.1853 l_f:0.1253 loss_0:0.1448 loss_1:0.2857 
2019-11-10 20:24:30 step:7160  loss:0.2469 l_f:0.1857 loss_0:0.2399 loss_1:0.3152 
2019-11-10 20:24:58 step:7180  loss:0.1347 l_f:0.1041 loss_0:0.1253 loss_1:0.1747 
2019-11-10 20:25:25 step:7200  loss:0.1225 l_f:0.0920 loss_0:0.1133 loss_1:0.1622 
2019-11-10 20:25:53 step:7220  loss:0.8130 l_f:0.7674 loss_0:0.8748 loss_1:0.7968 
2019-11-10 20:26:21 step:7240  loss:0.1632 l_f:0.1184 loss_0:0.1324 loss_1:0.2388 
2019-11-10 20:26:48 step:7260  loss:0.1161 l_f:0.0907 loss_0:0.1051 loss_1:0.1524 
2019-11-10 20:27:15 step:7280  loss:0.2014 l_f:0.1569 loss_0:0.1841 loss_1:0.2633 
2019-11-10 20:27:43 step:7300  loss:0.3393 l_f:0.2054 loss_0:0.3267 loss_1:0.4858 
2019-11-10 20:28:10 step:7320  loss:0.2346 l_f:0.1897 loss_0:0.2253 loss_1:0.2889 
2019-11-10 20:28:37 step:7340  loss:0.1298 l_f:0.0938 loss_0:0.1437 loss_1:0.1520 
2019-11-10 20:29:05 step:7360  loss:0.1092 l_f:0.0542 loss_0:0.1056 loss_1:0.1677 
2019-11-10 20:29:32 step:7380  loss:0.2150 l_f:0.1501 loss_0:0.1672 loss_1:0.3276 
2019-11-10 20:29:59 step:7400  loss:0.2151 l_f:0.1501 loss_0:0.1879 loss_1:0.3071 
2019-11-10 20:30:27 step:7420  loss:0.1680 l_f:0.1185 loss_0:0.1386 loss_1:0.2469 
2019-11-10 20:30:54 step:7440  loss:0.1853 l_f:0.1198 loss_0:0.1455 loss_1:0.2905 
2019-11-10 20:31:22 step:7460  loss:0.4415 l_f:0.4255 loss_0:0.4688 loss_1:0.4301 
2019-11-10 20:31:49 step:7480  loss:0.1625 l_f:0.0912 loss_0:0.1469 loss_1:0.2495 
2019-11-10 20:32:17 step:7500  loss:0.1237 l_f:0.0932 loss_0:0.1103 loss_1:0.1676 
2019-11-10 20:32:44 step:7520  loss:0.5149 l_f:0.4568 loss_0:0.4676 loss_1:0.6201 
2019-11-10 20:33:12 step:7540  loss:0.4832 l_f:0.4628 loss_0:0.5145 loss_1:0.4722 
2019-11-10 20:33:40 step:7560  loss:0.1765 l_f:0.1220 loss_0:0.1449 loss_1:0.2625 
2019-11-10 20:34:07 step:7580  loss:0.1537 l_f:0.1001 loss_0:0.1106 loss_1:0.2503 
2019-11-10 20:34:35 step:7600  loss:0.2484 l_f:0.2138 loss_0:0.2366 loss_1:0.2947 
2019-11-10 20:35:03 step:7620  loss:0.1650 l_f:0.1208 loss_0:0.1484 loss_1:0.2258 
2019-11-10 20:35:30 step:7640  loss:0.1010 l_f:0.0603 loss_0:0.0934 loss_1:0.1494 
2019-11-10 20:35:58 step:7660  loss:0.1359 l_f:0.0739 loss_0:0.1161 loss_1:0.2178 
2019-11-10 20:36:25 step:7680  loss:0.2055 l_f:0.1464 loss_0:0.1967 loss_1:0.2732 
2019-11-10 20:36:52 step:7700  loss:0.2179 l_f:0.1656 loss_0:0.2217 loss_1:0.2665 
2019-11-10 20:37:20 step:7720  loss:0.1966 l_f:0.1526 loss_0:0.1755 loss_1:0.2618 
2019-11-10 20:37:47 step:7740  loss:0.1815 l_f:0.1337 loss_0:0.1883 loss_1:0.2225 
2019-11-10 20:38:14 step:7760  loss:0.3984 l_f:0.3778 loss_0:0.4211 loss_1:0.3964 
2019-11-10 20:38:42 step:7780  loss:0.1366 l_f:0.1051 loss_0:0.1421 loss_1:0.1626 
2019-11-10 20:39:09 step:7800  loss:0.2775 l_f:0.2148 loss_0:0.2303 loss_1:0.3874 
2019-11-10 20:39:37 step:7820  loss:0.1982 l_f:0.1173 loss_0:0.1283 loss_1:0.3490 
2019-11-10 20:40:04 step:7840  loss:0.1636 l_f:0.1189 loss_0:0.1316 loss_1:0.2402 
2019-11-10 20:40:31 step:7860  loss:0.5249 l_f:0.5097 loss_0:0.5710 loss_1:0.4941 
2019-11-10 20:40:59 step:7880  loss:0.1907 l_f:0.1086 loss_0:0.1425 loss_1:0.3210 
2019-11-10 20:41:26 step:7900  loss:0.2400 l_f:0.1739 loss_0:0.1821 loss_1:0.3640 
2019-11-10 20:41:53 step:7920  loss:0.0927 l_f:0.0512 loss_0:0.0838 loss_1:0.1432 
2019-11-10 20:42:20 step:7940  loss:0.2072 l_f:0.1462 loss_0:0.1611 loss_1:0.3142 
2019-11-10 20:42:48 step:7960  loss:0.1605 l_f:0.0868 loss_0:0.1282 loss_1:0.2665 
2019-11-10 20:43:15 step:7980  loss:0.1675 l_f:0.1277 loss_0:0.1400 loss_1:0.2348 
2019-11-10 20:43:43 step:8000  loss:0.5189 l_f:0.4988 loss_0:0.5117 loss_1:0.5461 
2019-11-10 20:44:11 step:8020  loss:0.1438 l_f:0.0970 loss_0:0.1190 loss_1:0.2154 
2019-11-10 20:44:38 step:8040  loss:0.2244 l_f:0.1709 loss_0:0.2096 loss_1:0.2926 
2019-11-10 20:45:06 step:8060  loss:0.3134 l_f:0.2477 loss_0:0.3294 loss_1:0.3632 
2019-11-10 20:45:33 step:8080  loss:0.1672 l_f:0.1186 loss_0:0.1348 loss_1:0.2482 
2019-11-10 20:46:01 step:8100  loss:0.2388 l_f:0.1780 loss_0:0.2030 loss_1:0.3355 
2019-11-10 20:46:28 step:8120  loss:0.1456 l_f:0.1132 loss_0:0.1482 loss_1:0.1754 
2019-11-10 20:46:55 step:8140  loss:0.2511 l_f:0.1614 loss_0:0.1971 loss_1:0.3948 
2019-11-10 20:47:23 step:8160  loss:0.1532 l_f:0.1197 loss_0:0.1481 loss_1:0.1920 
2019-11-10 20:47:50 step:8180  loss:0.0945 l_f:0.0535 loss_0:0.1083 loss_1:0.1216 
2019-11-10 20:48:17 step:8200  loss:0.1457 l_f:0.1037 loss_0:0.1344 loss_1:0.1990 
2019-11-10 20:48:45 step:8220  loss:0.1075 l_f:0.0845 loss_0:0.0985 loss_1:0.1396 
2019-11-10 20:49:12 step:8240  loss:0.0716 l_f:0.0499 loss_0:0.0771 loss_1:0.0877 
2019-11-10 20:49:39 step:8260  loss:0.4397 l_f:0.4080 loss_0:0.4357 loss_1:0.4754 
2019-11-10 20:50:07 step:8280  loss:0.1286 l_f:0.0904 loss_0:0.1144 loss_1:0.1810 
2019-11-10 20:50:34 step:8300  loss:0.1432 l_f:0.1119 loss_0:0.1663 loss_1:0.1513 
2019-11-10 20:51:02 step:8320  loss:0.1986 l_f:0.1511 loss_0:0.2028 loss_1:0.2420 
2019-11-10 20:51:29 step:8340  loss:0.2076 l_f:0.1636 loss_0:0.1824 loss_1:0.2767 
2019-11-10 20:51:56 step:8360  loss:0.1520 l_f:0.0944 loss_0:0.1281 loss_1:0.2336 
2019-11-10 20:52:24 step:8380  loss:0.0876 l_f:0.0645 loss_0:0.0876 loss_1:0.1107 
2019-11-10 20:52:51 step:8400  loss:0.1147 l_f:0.0685 loss_0:0.1071 loss_1:0.1684 
2019-11-10 20:53:19 step:8420  loss:0.2326 l_f:0.1611 loss_0:0.2016 loss_1:0.3352 
2019-11-10 20:53:47 step:8440  loss:0.4129 l_f:0.3987 loss_0:0.4407 loss_1:0.3992 
2019-11-10 20:54:14 step:8460  loss:0.1793 l_f:0.1532 loss_0:0.1839 loss_1:0.2008 
2019-11-10 20:54:41 step:8480  loss:0.1229 l_f:0.0887 loss_0:0.1119 loss_1:0.1681 
2019-11-10 20:55:09 step:8500  loss:0.1623 l_f:0.1200 loss_0:0.1556 loss_1:0.2114 
2019-11-10 20:55:36 step:8520  loss:0.1247 l_f:0.0973 loss_0:0.1123 loss_1:0.1644 
2019-11-10 20:56:04 step:8540  loss:0.1476 l_f:0.1043 loss_0:0.1544 loss_1:0.1841 
2019-11-10 20:56:31 step:8560  loss:0.2839 l_f:0.2110 loss_0:0.2600 loss_1:0.3807 
2019-11-10 20:56:59 step:8580  loss:0.1091 l_f:0.0704 loss_0:0.0873 loss_1:0.1695 
2019-11-10 20:57:26 step:8600  loss:0.4350 l_f:0.4065 loss_0:0.4655 loss_1:0.4329 
2019-11-10 20:57:54 step:8620  loss:0.2228 l_f:0.1765 loss_0:0.2021 loss_1:0.2899 
2019-11-10 20:58:21 step:8640  loss:0.1804 l_f:0.1307 loss_0:0.1649 loss_1:0.2455 
2019-11-10 20:58:49 step:8660  loss:0.0999 l_f:0.0507 loss_0:0.1118 loss_1:0.1371 
2019-11-10 20:59:16 step:8680  loss:0.4067 l_f:0.3922 loss_0:0.4281 loss_1:0.3997 
2019-11-10 20:59:44 step:8700  loss:0.1159 l_f:0.0903 loss_0:0.1080 loss_1:0.1494 
2019-11-10 21:00:11 step:8720  loss:0.2165 l_f:0.1547 loss_0:0.1985 loss_1:0.2964 
2019-11-10 21:00:39 step:8740  loss:0.4091 l_f:0.3940 loss_0:0.4323 loss_1:0.4009 
2019-11-10 21:01:06 step:8760  loss:0.1636 l_f:0.1048 loss_0:0.1932 loss_1:0.1927 
2019-11-10 21:01:34 step:8780  loss:0.1863 l_f:0.1259 loss_0:0.1619 loss_1:0.2710 
2019-11-10 21:02:01 step:8800  loss:0.1859 l_f:0.1431 loss_0:0.1852 loss_1:0.2296 
2019-11-10 21:02:29 step:8820  loss:0.1462 l_f:0.1088 loss_0:0.1376 loss_1:0.1923 
2019-11-10 21:02:57 step:8840  loss:0.1310 l_f:0.0863 loss_0:0.1263 loss_1:0.1803 
2019-11-10 21:03:24 step:8860  loss:0.1274 l_f:0.0829 loss_0:0.1078 loss_1:0.1916 
2019-11-10 21:03:52 step:8880  loss:0.1782 l_f:0.1159 loss_0:0.1502 loss_1:0.2686 
2019-11-10 21:04:19 step:8900  loss:0.1413 l_f:0.0835 loss_0:0.1345 loss_1:0.2058 
2019-11-10 21:04:47 step:8920  loss:0.1057 l_f:0.0589 loss_0:0.0825 loss_1:0.1756 
2019-11-10 21:05:14 step:8940  loss:0.1024 l_f:0.0629 loss_0:0.0947 loss_1:0.1495 
2019-11-10 21:05:41 step:8960  loss:0.1583 l_f:0.1218 loss_0:0.1551 loss_1:0.1981 
2019-11-10 21:06:08 step:8980  loss:0.2337 l_f:0.1606 loss_0:0.2007 loss_1:0.3397 
2019-11-10 21:06:36 step:9000  loss:0.1300 l_f:0.0918 loss_0:0.1054 loss_1:0.1928 
2019-11-10 21:07:03 step:9020  loss:0.1300 l_f:0.0878 loss_0:0.1077 loss_1:0.1945 
2019-11-10 21:07:30 step:9040  loss:0.1860 l_f:0.1078 loss_0:0.1743 loss_1:0.2760 
2019-11-10 21:07:58 step:9060  loss:0.2528 l_f:0.1875 loss_0:0.1814 loss_1:0.3894 
2019-11-10 21:08:25 step:9080  loss:0.1501 l_f:0.1152 loss_0:0.1704 loss_1:0.1647 
2019-11-10 21:08:52 step:9100  loss:0.1553 l_f:0.1024 loss_0:0.1350 loss_1:0.2284 
2019-11-10 21:09:20 step:9120  loss:0.0682 l_f:0.0469 loss_0:0.0806 loss_1:0.0773 
2019-11-10 21:09:47 step:9140  loss:0.1332 l_f:0.0775 loss_0:0.1209 loss_1:0.2012 
2019-11-10 21:10:14 step:9160  loss:0.2825 l_f:0.2247 loss_0:0.2346 loss_1:0.3881 
2019-11-10 21:10:42 step:9180  loss:0.1234 l_f:0.1033 loss_0:0.1185 loss_1:0.1486 
2019-11-10 21:11:09 step:9200  loss:0.2340 l_f:0.1870 loss_0:0.2302 loss_1:0.2850 
2019-11-10 21:11:37 step:9220  loss:0.1749 l_f:0.1458 loss_0:0.1678 loss_1:0.2110 
2019-11-10 21:12:04 step:9240  loss:0.1200 l_f:0.0946 loss_0:0.1201 loss_1:0.1454 
2019-11-10 21:12:32 step:9260  loss:0.0932 l_f:0.0678 loss_0:0.0841 loss_1:0.1278 
2019-11-10 21:12:59 step:9280  loss:0.4557 l_f:0.4347 loss_0:0.4724 loss_1:0.4599 
2019-11-10 21:13:27 step:9300  loss:0.2363 l_f:0.1745 loss_0:0.1944 loss_1:0.3399 
2019-11-10 21:13:54 step:9320  loss:0.1209 l_f:0.0675 loss_0:0.0829 loss_1:0.2121 
2019-11-10 21:14:21 step:9340  loss:0.1813 l_f:0.1411 loss_0:0.1658 loss_1:0.2371 
2019-11-10 21:14:49 step:9360  loss:0.2139 l_f:0.1023 loss_0:0.1768 loss_1:0.3625 
2019-11-10 21:15:16 step:9380  loss:0.1006 l_f:0.0762 loss_0:0.1062 loss_1:0.1194 
2019-11-10 21:15:44 step:9400  loss:0.1653 l_f:0.1039 loss_0:0.1614 loss_1:0.2304 
2019-11-10 21:16:12 step:9420  loss:0.1844 l_f:0.1484 loss_0:0.1703 loss_1:0.2346 
2019-11-10 21:16:40 step:9440  loss:0.4312 l_f:0.4152 loss_0:0.4516 loss_1:0.4267 
2019-11-10 21:17:07 step:9460  loss:0.2117 l_f:0.1768 loss_0:0.2117 loss_1:0.2465 
2019-11-10 21:17:35 step:9480  loss:0.2565 l_f:0.1444 loss_0:0.2168 loss_1:0.4081 
2019-11-10 21:18:02 step:9500  loss:0.1747 l_f:0.1122 loss_0:0.1408 loss_1:0.2710 
2019-11-10 21:18:29 step:9520  loss:0.1808 l_f:0.1076 loss_0:0.1743 loss_1:0.2603 
2019-11-10 21:18:56 step:9540  loss:0.1108 l_f:0.0707 loss_0:0.0845 loss_1:0.1772 
2019-11-10 21:19:24 step:9560  loss:0.1079 l_f:0.0595 loss_0:0.0869 loss_1:0.1773 
2019-11-10 21:19:51 step:9580  loss:0.1879 l_f:0.1238 loss_0:0.1689 loss_1:0.2711 
2019-11-10 21:20:18 step:9600  loss:0.1795 l_f:0.1660 loss_0:0.1722 loss_1:0.2002 
2019-11-10 21:20:46 step:9620  loss:0.2299 l_f:0.1783 loss_0:0.2375 loss_1:0.2740 
