Training on 285 samples. Training 30000 steps.
2019-11-10 21:21:14 step:9640  loss:0.1317 l_f:0.0944 loss_0:0.1076 loss_1:0.1932 
2019-11-10 21:21:41 step:9660  loss:0.4341 l_f:0.4300 loss_0:0.4284 loss_1:0.4437 
2019-11-10 21:22:09 step:9680  loss:0.4521 l_f:0.4199 loss_0:0.4655 loss_1:0.4708 
2019-11-10 21:22:36 step:9700  loss:0.1257 l_f:0.0881 loss_0:0.1076 loss_1:0.1815 
2019-11-10 21:23:04 step:9720  loss:0.3991 l_f:0.3849 loss_0:0.4085 loss_1:0.4039 
2019-11-10 21:23:31 step:9740  loss:0.1564 l_f:0.1012 loss_0:0.1210 loss_1:0.2472 
2019-11-10 21:23:59 step:9760  loss:0.1119 l_f:0.0579 loss_0:0.1079 loss_1:0.1700 
2019-11-10 21:24:26 step:9780  loss:0.1213 l_f:0.0563 loss_0:0.0818 loss_1:0.2259 
2019-11-10 21:24:54 step:9800  loss:0.1644 l_f:0.1284 loss_0:0.1693 loss_1:0.1954 
2019-11-10 21:25:21 step:9820  loss:0.1269 l_f:0.1068 loss_0:0.1329 loss_1:0.1410 
2019-11-10 21:25:49 step:9840  loss:0.1347 l_f:0.0866 loss_0:0.0996 loss_1:0.2180 
2019-11-10 21:26:16 step:9860  loss:0.4657 l_f:0.4388 loss_0:0.4750 loss_1:0.4834 
2019-11-10 21:26:43 step:9880  loss:0.1778 l_f:0.1200 loss_0:0.1350 loss_1:0.2786 
2019-11-10 21:27:10 step:9900  loss:0.2464 l_f:0.2120 loss_0:0.2565 loss_1:0.2708 
2019-11-10 21:27:37 step:9920  loss:0.3322 l_f:0.3526 loss_0:0.4174 loss_1:0.2264 
2019-11-10 21:28:05 step:9940  loss:0.2776 l_f:0.1813 loss_0:0.2229 loss_1:0.4287 
2019-11-10 21:28:32 step:9960  loss:0.1642 l_f:0.1388 loss_0:0.1480 loss_1:0.2058 
2019-11-10 21:28:59 step:9980  loss:0.1114 l_f:0.0884 loss_0:0.1022 loss_1:0.1436 
2019-11-10 21:29:26 step:10000 loss:0.1854 l_f:0.1422 loss_0:0.1696 loss_1:0.2445 
2019-11-10 21:29:54 step:10020 loss:0.2079 l_f:0.1610 loss_0:0.1921 loss_1:0.2706 
2019-11-10 21:30:21 step:10040 loss:0.4030 l_f:0.3891 loss_0:0.4215 loss_1:0.3985 
2019-11-10 21:30:49 step:10060 loss:0.1169 l_f:0.0845 loss_0:0.1051 loss_1:0.1613 
2019-11-10 21:31:16 step:10080 loss:0.1713 l_f:0.1355 loss_0:0.1528 loss_1:0.2257 
2019-11-10 21:31:44 step:10100 loss:0.4346 l_f:0.4139 loss_0:0.4687 loss_1:0.4213 
2019-11-10 21:32:11 step:10120 loss:0.2033 l_f:0.1533 loss_0:0.1861 loss_1:0.2704 
2019-11-10 21:32:39 step:10140 loss:0.1455 l_f:0.1104 loss_0:0.1331 loss_1:0.1930 
2019-11-10 21:33:06 step:10160 loss:0.1802 l_f:0.1177 loss_0:0.1731 loss_1:0.2499 
2019-11-10 21:33:33 step:10180 loss:0.3712 l_f:0.3545 loss_0:0.3652 loss_1:0.3940 
2019-11-10 21:34:00 step:10200 loss:0.2212 l_f:0.1696 loss_0:0.2187 loss_1:0.2754 
2019-11-10 21:34:29 step:10220 loss:0.2707 l_f:0.2159 loss_0:0.2276 loss_1:0.3687 
2019-11-10 21:34:56 step:10240 loss:0.2148 l_f:0.1578 loss_0:0.1890 loss_1:0.2975 
2019-11-10 21:35:23 step:10260 loss:0.4411 l_f:0.4164 loss_0:0.4679 loss_1:0.4390 
2019-11-10 21:35:50 step:10280 loss:0.1630 l_f:0.1152 loss_0:0.1871 loss_1:0.1866 
2019-11-10 21:36:18 step:10300 loss:0.1050 l_f:0.0803 loss_0:0.0947 loss_1:0.1401 
2019-11-10 21:36:45 step:10320 loss:0.2301 l_f:0.1677 loss_0:0.2240 loss_1:0.2986 
2019-11-10 21:37:12 step:10340 loss:0.1829 l_f:0.1356 loss_0:0.1733 loss_1:0.2398 
2019-11-10 21:37:39 step:10360 loss:0.1059 l_f:0.0694 loss_0:0.1138 loss_1:0.1346 
2019-11-10 21:38:06 step:10380 loss:0.2759 l_f:0.2287 loss_0:0.2321 loss_1:0.3670 
2019-11-10 21:38:34 step:10400 loss:0.1324 l_f:0.0862 loss_0:0.1111 loss_1:0.2001 
2019-11-10 21:39:02 step:10420 loss:0.0824 l_f:0.0582 loss_0:0.0793 loss_1:0.1098 
2019-11-10 21:39:29 step:10440 loss:0.2426 l_f:0.1630 loss_0:0.2011 loss_1:0.3637 
2019-11-10 21:39:56 step:10460 loss:0.2813 l_f:0.1877 loss_0:0.2918 loss_1:0.3644 
2019-11-10 21:40:23 step:10480 loss:0.1089 l_f:0.0695 loss_0:0.0893 loss_1:0.1678 
2019-11-10 21:40:51 step:10500 loss:0.2428 l_f:0.1741 loss_0:0.2307 loss_1:0.3236 
2019-11-10 21:41:18 step:10520 loss:0.2856 l_f:0.1973 loss_0:0.2434 loss_1:0.4161 
2019-11-10 21:41:46 step:10540 loss:0.2142 l_f:0.1506 loss_0:0.1978 loss_1:0.2941 
2019-11-10 21:42:13 step:10560 loss:0.2339 l_f:0.1688 loss_0:0.1948 loss_1:0.3383 
2019-11-10 21:42:41 step:10580 loss:0.1263 l_f:0.0953 loss_0:0.1072 loss_1:0.1764 
2019-11-10 21:43:08 step:10600 loss:0.2073 l_f:0.1516 loss_0:0.1935 loss_1:0.2769 
2019-11-10 21:43:36 step:10620 loss:0.1504 l_f:0.1081 loss_0:0.1419 loss_1:0.2011 
2019-11-10 21:44:03 step:10640 loss:0.4497 l_f:0.4236 loss_0:0.4778 loss_1:0.4479 
2019-11-10 21:44:30 step:10660 loss:0.2701 l_f:0.2188 loss_0:0.2259 loss_1:0.3658 
2019-11-10 21:44:57 step:10680 loss:0.1092 l_f:0.0666 loss_0:0.0903 loss_1:0.1708 
2019-11-10 21:45:25 step:10700 loss:0.2715 l_f:0.2262 loss_0:0.3024 loss_1:0.2859 
2019-11-10 21:45:51 step:10720 loss:0.1609 l_f:0.1047 loss_0:0.1727 loss_1:0.2052 
2019-11-10 21:46:18 step:10740 loss:0.1596 l_f:0.1035 loss_0:0.1693 loss_1:0.2060 
2019-11-10 21:46:46 step:10760 loss:0.4768 l_f:0.4370 loss_0:0.5287 loss_1:0.4646 
2019-11-10 21:47:13 step:10780 loss:0.1953 l_f:0.1509 loss_0:0.2052 loss_1:0.2297 
2019-11-10 21:47:40 step:10800 loss:0.2809 l_f:0.2184 loss_0:0.2677 loss_1:0.3567 
2019-11-10 21:48:08 step:10820 loss:0.1970 l_f:0.1447 loss_0:0.1997 loss_1:0.2464 
2019-11-10 21:48:35 step:10840 loss:0.2052 l_f:0.1512 loss_0:0.1936 loss_1:0.2707 
2019-11-10 21:49:02 step:10860 loss:0.1253 l_f:0.0828 loss_0:0.1226 loss_1:0.1705 
2019-11-10 21:49:30 step:10880 loss:0.1713 l_f:0.1255 loss_0:0.1678 loss_1:0.2205 
2019-11-10 21:49:57 step:10900 loss:0.2106 l_f:0.1662 loss_0:0.2055 loss_1:0.2602 
2019-11-10 21:50:24 step:10920 loss:0.4358 l_f:0.4212 loss_0:0.4535 loss_1:0.4326 
2019-11-10 21:50:51 step:10940 loss:0.0849 l_f:0.0491 loss_0:0.0745 loss_1:0.1311 
2019-11-10 21:51:19 step:10960 loss:0.1099 l_f:0.0872 loss_0:0.1027 loss_1:0.1399 
2019-11-10 21:51:46 step:10980 loss:0.1235 l_f:0.1005 loss_0:0.1273 loss_1:0.1425 
2019-11-10 21:52:13 step:11000 loss:0.1597 l_f:0.1211 loss_0:0.1585 loss_1:0.1995 
2019-11-10 21:52:41 step:11020 loss:0.1890 l_f:0.1450 loss_0:0.1732 loss_1:0.2488 
2019-11-10 21:53:08 step:11040 loss:0.1729 l_f:0.0936 loss_0:0.1022 loss_1:0.3228 
2019-11-10 21:53:36 step:11060 loss:0.1390 l_f:0.0932 loss_0:0.1178 loss_1:0.2062 
2019-11-10 21:54:03 step:11080 loss:0.1255 l_f:0.0691 loss_0:0.0983 loss_1:0.2092 
2019-11-10 21:54:30 step:11100 loss:0.1755 l_f:0.1368 loss_0:0.1748 loss_1:0.2149 
2019-11-10 21:54:58 step:11120 loss:0.1093 l_f:0.0774 loss_0:0.0997 loss_1:0.1509 
2019-11-10 21:55:25 step:11140 loss:0.4070 l_f:0.3864 loss_0:0.4169 loss_1:0.4176 
2019-11-10 21:55:52 step:11160 loss:0.2305 l_f:0.1764 loss_0:0.2510 loss_1:0.2641 
2019-11-10 21:56:19 step:11180 loss:0.4068 l_f:0.3880 loss_0:0.4331 loss_1:0.3994 
2019-11-10 21:56:47 step:11200 loss:0.1556 l_f:0.1158 loss_0:0.1272 loss_1:0.2237 
2019-11-10 21:57:14 step:11220 loss:0.3398 l_f:0.3074 loss_0:0.2965 loss_1:0.4156 
2019-11-10 21:57:42 step:11240 loss:0.1641 l_f:0.0966 loss_0:0.1481 loss_1:0.2478 
2019-11-10 21:58:09 step:11260 loss:0.1715 l_f:0.1189 loss_0:0.1693 loss_1:0.2263 
2019-11-10 21:58:36 step:11280 loss:0.0828 l_f:0.0616 loss_0:0.0809 loss_1:0.1058 
2019-11-10 21:59:03 step:11300 loss:0.1991 l_f:0.1540 loss_0:0.1782 loss_1:0.2651 
2019-11-10 21:59:31 step:11320 loss:0.2112 l_f:0.1596 loss_0:0.1929 loss_1:0.2810 
2019-11-10 21:59:58 step:11340 loss:0.1752 l_f:0.1120 loss_0:0.1309 loss_1:0.2827 
2019-11-10 22:00:25 step:11360 loss:0.1895 l_f:0.1404 loss_0:0.1927 loss_1:0.2355 
2019-11-10 22:00:52 step:11380 loss:0.2675 l_f:0.2141 loss_0:0.2328 loss_1:0.3556 
2019-11-10 22:01:19 step:11400 loss:0.1103 l_f:0.0851 loss_0:0.1050 loss_1:0.1407 
2019-11-10 22:01:47 step:11420 loss:0.2083 l_f:0.1321 loss_0:0.1735 loss_1:0.3192 
2019-11-10 22:02:14 step:11440 loss:0.2165 l_f:0.1732 loss_0:0.1909 loss_1:0.2854 
2019-11-10 22:02:42 step:11460 loss:0.1201 l_f:0.0983 loss_0:0.1209 loss_1:0.1410 
2019-11-10 22:03:09 step:11480 loss:0.5144 l_f:0.4974 loss_0:0.5232 loss_1:0.5227 
2019-11-10 22:03:36 step:11500 loss:0.4262 l_f:0.4212 loss_0:0.4063 loss_1:0.4510 
2019-11-10 22:04:03 step:11520 loss:0.2105 l_f:0.1635 loss_0:0.1992 loss_1:0.2688 
2019-11-10 22:04:30 step:11540 loss:0.1940 l_f:0.1366 loss_0:0.1834 loss_1:0.2622 
2019-11-10 22:04:58 step:11560 loss:0.1935 l_f:0.1482 loss_0:0.1943 loss_1:0.2379 
2019-11-10 22:05:25 step:11580 loss:0.2965 l_f:0.2128 loss_0:0.2580 loss_1:0.4188 
2019-11-10 22:05:52 step:11600 loss:0.4298 l_f:0.4154 loss_0:0.4388 loss_1:0.4351 
2019-11-10 22:06:20 step:11620 loss:0.1878 l_f:0.1442 loss_0:0.1750 loss_1:0.2443 
2019-11-10 22:06:47 step:11640 loss:0.2403 l_f:0.2148 loss_0:0.2327 loss_1:0.2735 
2019-11-10 22:07:15 step:11660 loss:0.1953 l_f:0.1521 loss_0:0.1906 loss_1:0.2431 
2019-11-10 22:07:42 step:11680 loss:0.2612 l_f:0.2091 loss_0:0.2134 loss_1:0.3611 
2019-11-10 22:08:10 step:11700 loss:0.1713 l_f:0.1452 loss_0:0.1778 loss_1:0.1910 
2019-11-10 22:08:37 step:11720 loss:0.1956 l_f:0.1530 loss_0:0.1711 loss_1:0.2629 
2019-11-10 22:09:05 step:11740 loss:0.0921 l_f:0.0748 loss_0:0.0958 loss_1:0.1057 
2019-11-10 22:09:32 step:11760 loss:0.1539 l_f:0.1099 loss_0:0.1437 loss_1:0.2081 
2019-11-10 22:09:59 step:11780 loss:0.2019 l_f:0.1298 loss_0:0.1571 loss_1:0.3188 
2019-11-10 22:10:27 step:11800 loss:0.2376 l_f:0.1883 loss_0:0.2265 loss_1:0.2979 
2019-11-10 22:10:55 step:11820 loss:0.5363 l_f:0.4932 loss_0:0.6462 loss_1:0.4695 
2019-11-10 22:11:22 step:11840 loss:0.2119 l_f:0.1383 loss_0:0.1907 loss_1:0.3067 
2019-11-10 22:11:49 step:11860 loss:0.1489 l_f:0.0993 loss_0:0.1166 loss_1:0.2309 
2019-11-10 22:12:17 step:11880 loss:0.1922 l_f:0.1271 loss_0:0.1705 loss_1:0.2791 
2019-11-10 22:12:44 step:11900 loss:0.1140 l_f:0.0633 loss_0:0.0940 loss_1:0.1847 
2019-11-10 22:13:11 step:11920 loss:0.1984 l_f:0.1406 loss_0:0.1854 loss_1:0.2691 
2019-11-10 22:13:38 step:11940 loss:0.2156 l_f:0.1675 loss_0:0.2225 loss_1:0.2567 
2019-11-10 22:14:06 step:11960 loss:0.1343 l_f:0.0905 loss_0:0.1031 loss_1:0.2092 
2019-11-10 22:14:33 step:11980 loss:0.1100 l_f:0.0848 loss_0:0.0990 loss_1:0.1462 
2019-11-10 22:15:00 step:12000 loss:0.1868 l_f:0.1346 loss_0:0.1810 loss_1:0.2446 
2019-11-10 22:15:28 step:12020 loss:0.1999 l_f:0.1487 loss_0:0.2057 loss_1:0.2453 
2019-11-10 22:15:56 step:12040 loss:0.1876 l_f:0.1413 loss_0:0.1756 loss_1:0.2460 
2019-11-10 22:16:23 step:12060 loss:0.4322 l_f:0.4141 loss_0:0.4553 loss_1:0.4272 
2019-11-10 22:16:51 step:12080 loss:0.1681 l_f:0.1447 loss_0:0.1600 loss_1:0.1995 
2019-11-10 22:17:18 step:12100 loss:0.0807 l_f:0.0625 loss_0:0.0784 loss_1:0.1014 
2019-11-10 22:17:46 step:12120 loss:0.1708 l_f:0.1169 loss_0:0.1411 loss_1:0.2544 
2019-11-10 22:18:13 step:12140 loss:0.1004 l_f:0.0576 loss_0:0.0910 loss_1:0.1524 
2019-11-10 22:18:41 step:12160 loss:0.1421 l_f:0.0972 loss_0:0.1142 loss_1:0.2150 
2019-11-10 22:19:08 step:12180 loss:0.2505 l_f:0.1873 loss_0:0.2304 loss_1:0.3337 
2019-11-10 22:19:35 step:12200 loss:0.1746 l_f:0.1356 loss_0:0.1681 loss_1:0.2201 
2019-11-10 22:20:03 step:12220 loss:0.2176 l_f:0.1845 loss_0:0.2172 loss_1:0.2512 
2019-11-10 22:20:31 step:12240 loss:0.2261 l_f:0.2092 loss_0:0.2315 loss_1:0.2375 
2019-11-10 22:20:58 step:12260 loss:0.1085 l_f:0.0882 loss_0:0.1014 loss_1:0.1360 
2019-11-10 22:21:26 step:12280 loss:0.1672 l_f:0.1221 loss_0:0.1467 loss_1:0.2328 
2019-11-10 22:21:53 step:12300 loss:0.0968 l_f:0.0738 loss_0:0.0841 loss_1:0.1324 
2019-11-10 22:22:20 step:12320 loss:0.1663 l_f:0.1233 loss_0:0.1500 loss_1:0.2255 
2019-11-10 22:22:48 step:12340 loss:0.1334 l_f:0.0705 loss_0:0.1184 loss_1:0.2114 
2019-11-10 22:23:15 step:12360 loss:0.1790 l_f:0.1276 loss_0:0.1783 loss_1:0.2311 
2019-11-10 22:23:43 step:12380 loss:0.1846 l_f:0.1202 loss_0:0.1461 loss_1:0.2875 
2019-11-10 22:24:10 step:12400 loss:0.1492 l_f:0.1241 loss_0:0.1439 loss_1:0.1795 
2019-11-10 22:24:38 step:12420 loss:0.1796 l_f:0.1170 loss_0:0.1700 loss_1:0.2518 
2019-11-10 22:25:05 step:12440 loss:0.2430 l_f:0.1798 loss_0:0.2399 loss_1:0.3092 
2019-11-10 22:25:32 step:12460 loss:0.1388 l_f:0.0992 loss_0:0.1178 loss_1:0.1995 
2019-11-10 22:26:00 step:12480 loss:0.1180 l_f:0.0899 loss_0:0.1300 loss_1:0.1342 
2019-11-10 22:26:27 step:12500 loss:0.1131 l_f:0.0758 loss_0:0.0973 loss_1:0.1662 
2019-11-10 22:26:55 step:12520 loss:0.1096 l_f:0.0608 loss_0:0.0915 loss_1:0.1765 
2019-11-10 22:27:22 step:12540 loss:0.1858 l_f:0.1488 loss_0:0.1677 loss_1:0.2408 
2019-11-10 22:27:50 step:12560 loss:0.1543 l_f:0.0959 loss_0:0.1153 loss_1:0.2516 
2019-11-10 22:28:17 step:12580 loss:0.1293 l_f:0.0714 loss_0:0.1247 loss_1:0.1918 
2019-11-10 22:28:45 step:12600 loss:0.1121 l_f:0.0594 loss_0:0.1051 loss_1:0.1719 
2019-11-10 22:29:13 step:12620 loss:0.1960 l_f:0.1552 loss_0:0.1937 loss_1:0.2391 
2019-11-10 22:29:40 step:12640 loss:0.4437 l_f:0.4327 loss_0:0.4687 loss_1:0.4297 
2019-11-10 22:30:08 step:12660 loss:0.4135 l_f:0.4092 loss_0:0.4177 loss_1:0.4137 
2019-11-10 22:30:35 step:12680 loss:0.4615 l_f:0.4445 loss_0:0.5070 loss_1:0.4331 
2019-11-10 22:31:03 step:12700 loss:0.4087 l_f:0.3907 loss_0:0.4383 loss_1:0.3970 
2019-11-10 22:31:31 step:12720 loss:0.1420 l_f:0.0657 loss_0:0.0917 loss_1:0.2684 
2019-11-10 22:31:58 step:12740 loss:0.1233 l_f:0.0924 loss_0:0.1185 loss_1:0.1590 
2019-11-10 22:32:26 step:12760 loss:0.1677 l_f:0.1100 loss_0:0.1867 loss_1:0.2064 
2019-11-10 22:32:53 step:12780 loss:0.1487 l_f:0.0964 loss_0:0.1222 loss_1:0.2277 
2019-11-10 22:33:21 step:12800 loss:0.4155 l_f:0.4117 loss_0:0.4167 loss_1:0.4180 
2019-11-10 22:33:49 step:12820 loss:0.1453 l_f:0.1035 loss_0:0.1394 loss_1:0.1930 
2019-11-10 22:34:16 step:12840 loss:0.1669 l_f:0.1395 loss_0:0.1685 loss_1:0.1926 
2019-11-10 22:34:43 step:12860 loss:0.0920 l_f:0.0526 loss_0:0.0849 loss_1:0.1385 
2019-11-10 22:35:11 step:12880 loss:0.1212 l_f:0.0706 loss_0:0.0913 loss_1:0.2017 
2019-11-10 22:35:38 step:12900 loss:0.1364 l_f:0.0898 loss_0:0.1049 loss_1:0.2146 
2019-11-10 22:36:05 step:12920 loss:0.2222 l_f:0.1821 loss_0:0.2353 loss_1:0.2492 
2019-11-10 22:36:33 step:12940 loss:0.1298 l_f:0.0875 loss_0:0.1011 loss_1:0.2007 
2019-11-10 22:37:00 step:12960 loss:0.1216 l_f:0.0736 loss_0:0.0967 loss_1:0.1944 
2019-11-10 22:37:27 step:12980 loss:0.1702 l_f:0.1234 loss_0:0.1467 loss_1:0.2406 
2019-11-10 22:37:55 step:13000 loss:0.1503 l_f:0.1350 loss_0:0.1556 loss_1:0.1603 
2019-11-10 22:38:23 step:13020 loss:0.1891 l_f:0.0978 loss_0:0.1242 loss_1:0.3451 
2019-11-10 22:38:50 step:13040 loss:0.1828 l_f:0.1307 loss_0:0.1649 loss_1:0.2529 
2019-11-10 22:39:18 step:13060 loss:0.2140 l_f:0.1456 loss_0:0.1754 loss_1:0.3211 
2019-11-10 22:39:45 step:13080 loss:0.1509 l_f:0.1076 loss_0:0.1298 loss_1:0.2152 
2019-11-10 22:40:13 step:13100 loss:0.1922 l_f:0.1360 loss_0:0.1781 loss_1:0.2626 
2019-11-10 22:40:40 step:13120 loss:0.1800 l_f:0.1235 loss_0:0.1645 loss_1:0.2521 
2019-11-10 22:41:07 step:13140 loss:0.1615 l_f:0.1198 loss_0:0.1444 loss_1:0.2203 
2019-11-10 22:41:35 step:13160 loss:0.1024 l_f:0.0559 loss_0:0.0898 loss_1:0.1614 
2019-11-10 22:42:02 step:13180 loss:0.2451 l_f:0.1923 loss_0:0.2131 loss_1:0.3298 
2019-11-10 22:42:30 step:13200 loss:0.4168 l_f:0.4088 loss_0:0.4309 loss_1:0.4109 
2019-11-10 22:42:58 step:13220 loss:0.2045 l_f:0.1566 loss_0:0.2333 loss_1:0.2236 
2019-11-10 22:43:25 step:13240 loss:0.0851 l_f:0.0620 loss_0:0.0819 loss_1:0.1115 
2019-11-10 22:43:52 step:13260 loss:0.1074 l_f:0.0813 loss_0:0.0988 loss_1:0.1422 
2019-11-10 22:44:19 step:13280 loss:0.1524 l_f:0.1206 loss_0:0.1480 loss_1:0.1886 
2019-11-10 22:44:47 step:13300 loss:0.4388 l_f:0.4219 loss_0:0.4645 loss_1:0.4299 
2019-11-10 22:45:14 step:13320 loss:0.2017 l_f:0.1538 loss_0:0.1529 loss_1:0.2983 
2019-11-10 22:45:42 step:13340 loss:0.1290 l_f:0.0922 loss_0:0.1184 loss_1:0.1764 
2019-11-10 22:46:09 step:13360 loss:0.1003 l_f:0.0566 loss_0:0.0815 loss_1:0.1629 
2019-11-10 22:46:36 step:13380 loss:0.1428 l_f:0.1149 loss_0:0.1287 loss_1:0.1849 
2019-11-10 22:47:04 step:13400 loss:0.1127 l_f:0.0905 loss_0:0.1145 loss_1:0.1330 
2019-11-10 22:47:31 step:13420 loss:0.1512 l_f:0.1197 loss_0:0.1312 loss_1:0.2028 
2019-11-10 22:47:58 step:13440 loss:0.1182 l_f:0.0964 loss_0:0.1087 loss_1:0.1496 
2019-11-10 22:48:26 step:13460 loss:0.1546 l_f:0.1114 loss_0:0.1329 loss_1:0.2195 
2019-11-10 22:48:53 step:13480 loss:0.1923 l_f:0.1501 loss_0:0.2007 loss_1:0.2262 
2019-11-10 22:49:21 step:13500 loss:0.2455 l_f:0.1521 loss_0:0.2103 loss_1:0.3741 
2019-11-10 22:49:48 step:13520 loss:0.4087 l_f:0.3870 loss_0:0.4115 loss_1:0.4276 
2019-11-10 22:50:15 step:13540 loss:0.1656 l_f:0.1306 loss_0:0.1650 loss_1:0.2012 
2019-11-10 22:50:43 step:13560 loss:0.2652 l_f:0.1954 loss_0:0.2414 loss_1:0.3588 
2019-11-10 22:51:10 step:13580 loss:0.1291 l_f:0.0767 loss_0:0.1046 loss_1:0.2059 
2019-11-10 22:51:37 step:13600 loss:0.2316 l_f:0.2012 loss_0:0.2312 loss_1:0.2623 
2019-11-10 22:52:05 step:13620 loss:0.1418 l_f:0.0869 loss_0:0.1055 loss_1:0.2331 
2019-11-10 22:52:32 step:13640 loss:0.2210 l_f:0.1523 loss_0:0.1870 loss_1:0.3239 
2019-11-10 22:52:59 step:13660 loss:0.2544 l_f:0.1485 loss_0:0.1680 loss_1:0.4466 
2019-11-10 22:53:27 step:13680 loss:0.2159 l_f:0.1569 loss_0:0.2226 loss_1:0.2680 
2019-11-10 22:53:54 step:13700 loss:0.2381 l_f:0.2044 loss_0:0.2546 loss_1:0.2553 
2019-11-10 22:54:21 step:13720 loss:0.0961 l_f:0.0703 loss_0:0.0804 loss_1:0.1376 
2019-11-10 22:54:49 step:13740 loss:0.1178 l_f:0.0911 loss_0:0.1055 loss_1:0.1569 
2019-11-10 22:55:16 step:13760 loss:0.4236 l_f:0.4182 loss_0:0.4213 loss_1:0.4313 
2019-11-10 22:55:44 step:13780 loss:0.1714 l_f:0.1103 loss_0:0.1324 loss_1:0.2715 
2019-11-10 22:56:11 step:13800 loss:0.4361 l_f:0.4248 loss_0:0.4171 loss_1:0.4663 
2019-11-10 22:56:39 step:13820 loss:0.1146 l_f:0.0872 loss_0:0.0921 loss_1:0.1646 
2019-11-10 22:57:06 step:13840 loss:0.1110 l_f:0.0764 loss_0:0.0949 loss_1:0.1618 
2019-11-10 22:57:34 step:13860 loss:0.1451 l_f:0.0942 loss_0:0.1265 loss_1:0.2146 
2019-11-10 22:58:01 step:13880 loss:0.1828 l_f:0.1231 loss_0:0.1836 loss_1:0.2417 
2019-11-10 22:58:28 step:13900 loss:0.1588 l_f:0.1349 loss_0:0.1550 loss_1:0.1866 
2019-11-10 22:58:56 step:13920 loss:0.1256 l_f:0.0943 loss_0:0.1175 loss_1:0.1650 
2019-11-10 22:59:23 step:13940 loss:0.4600 l_f:0.4411 loss_0:0.4790 loss_1:0.4600 
2019-11-10 22:59:51 step:13960 loss:0.2178 l_f:0.1125 loss_0:0.1403 loss_1:0.4007 
2019-11-10 23:00:18 step:13980 loss:0.1728 l_f:0.1292 loss_0:0.1564 loss_1:0.2329 
2019-11-10 23:00:46 step:14000 loss:0.1438 l_f:0.1120 loss_0:0.1629 loss_1:0.1565 
2019-11-10 23:01:13 step:14020 loss:0.1740 l_f:0.1333 loss_0:0.1473 loss_1:0.2413 
2019-11-10 23:01:41 step:14040 loss:0.1283 l_f:0.1048 loss_0:0.1316 loss_1:0.1486 
2019-11-10 23:02:09 step:14060 loss:0.1538 l_f:0.1119 loss_0:0.1587 loss_1:0.1908 
2019-11-10 23:02:36 step:14080 loss:0.0989 l_f:0.0724 loss_0:0.0798 loss_1:0.1445 
2019-11-10 23:03:04 step:14100 loss:0.1464 l_f:0.1172 loss_0:0.1367 loss_1:0.1854 
2019-11-10 23:03:32 step:14120 loss:0.1495 l_f:0.1032 loss_0:0.1651 loss_1:0.1803 
2019-11-10 23:03:59 step:14140 loss:0.2248 l_f:0.1817 loss_0:0.2124 loss_1:0.2803 
2019-11-10 23:04:26 step:14160 loss:0.1595 l_f:0.1056 loss_0:0.1281 loss_1:0.2448 
2019-11-10 23:04:54 step:14180 loss:0.1557 l_f:0.1319 loss_0:0.1569 loss_1:0.1782 
2019-11-10 23:05:21 step:14200 loss:0.1429 l_f:0.1066 loss_0:0.1437 loss_1:0.1783 
2019-11-10 23:05:49 step:14220 loss:0.2249 l_f:0.1588 loss_0:0.1896 loss_1:0.3263 
2019-11-10 23:06:16 step:14240 loss:0.1233 l_f:0.0652 loss_0:0.0943 loss_1:0.2104 
2019-11-10 23:06:43 step:14260 loss:0.1794 l_f:0.1467 loss_0:0.1612 loss_1:0.2303 
2019-11-10 23:07:11 step:14280 loss:0.1457 l_f:0.0984 loss_0:0.1158 loss_1:0.2229 
2019-11-10 23:07:38 step:14300 loss:0.1207 l_f:0.0955 loss_0:0.1117 loss_1:0.1548 
2019-11-10 23:08:05 step:14320 loss:0.1478 l_f:0.1028 loss_0:0.1442 loss_1:0.1965 
2019-11-10 23:08:33 step:14340 loss:0.1669 l_f:0.1444 loss_0:0.1754 loss_1:0.1811 
2019-11-10 23:09:00 step:14360 loss:0.2057 l_f:0.1544 loss_0:0.1820 loss_1:0.2808 
2019-11-10 23:09:27 step:14380 loss:0.1706 l_f:0.1097 loss_0:0.1615 loss_1:0.2406 
2019-11-10 23:09:55 step:14400 loss:0.0894 l_f:0.0686 loss_0:0.0855 loss_1:0.1140 
2019-11-10 23:10:22 step:14420 loss:0.1947 l_f:0.1294 loss_0:0.1816 loss_1:0.2730 
2019-11-10 23:10:50 step:14440 loss:0.4272 l_f:0.4112 loss_0:0.4349 loss_1:0.4356 
2019-11-10 23:11:17 step:14460 loss:0.0928 l_f:0.0721 loss_0:0.1021 loss_1:0.1043 
2019-11-10 23:11:44 step:14480 loss:0.1049 l_f:0.0665 loss_0:0.1128 loss_1:0.1353 
2019-11-10 23:12:12 step:14500 loss:0.1621 l_f:0.0933 loss_0:0.1480 loss_1:0.2449 
2019-11-10 23:12:39 step:14520 loss:0.1382 l_f:0.0894 loss_0:0.1288 loss_1:0.1964 
2019-11-10 23:13:06 step:14540 loss:0.2161 l_f:0.1693 loss_0:0.2004 loss_1:0.2786 
2019-11-10 23:13:34 step:14560 loss:0.2456 l_f:0.1736 loss_0:0.2005 loss_1:0.3626 
2019-11-10 23:14:01 step:14580 loss:0.0987 l_f:0.0668 loss_0:0.0941 loss_1:0.1351 
2019-11-10 23:14:28 step:14600 loss:0.0987 l_f:0.0687 loss_0:0.1234 loss_1:0.1040 
