Training on 285 samples. Training 30000 steps.
2019-07-21 13:44:38 step:4780  loss:0.5763 l_f:0.5224 loss_0:0.6827 loss_1:0.5239 
2019-07-21 13:45:06 step:4800  loss:0.2802 l_f:0.1921 loss_0:0.1946 loss_1:0.4540 
2019-07-21 13:45:33 step:4820  loss:0.2620 l_f:0.1626 loss_0:0.2450 loss_1:0.3783 
2019-07-21 13:46:01 step:4840  loss:0.3544 l_f:0.2750 loss_0:0.3779 loss_1:0.4102 
2019-07-21 13:46:29 step:4860  loss:0.3957 l_f:0.3535 loss_0:0.3184 loss_1:0.5153 
2019-07-21 13:46:56 step:4880  loss:0.2966 l_f:0.2184 loss_0:0.2454 loss_1:0.4260 
2019-07-21 13:47:22 step:4900  loss:0.3081 l_f:0.2617 loss_0:0.2286 loss_1:0.4341 
2019-07-21 13:47:50 step:4920  loss:0.4774 l_f:0.3932 loss_0:0.4690 loss_1:0.5700 
2019-07-21 13:48:17 step:4940  loss:0.4589 l_f:0.4040 loss_0:0.3275 loss_1:0.6453 
2019-07-21 13:48:45 step:4960  loss:0.3535 l_f:0.3099 loss_0:0.3258 loss_1:0.4248 
2019-07-21 13:49:12 step:4980  loss:0.3911 l_f:0.2973 loss_0:0.3567 loss_1:0.5194 
2019-07-21 13:49:40 step:5000  loss:0.3353 l_f:0.2858 loss_0:0.2743 loss_1:0.4458 
2019-07-21 13:50:07 step:5020  loss:0.3155 l_f:0.2437 loss_0:0.2559 loss_1:0.4468 
2019-07-21 13:50:35 step:5040  loss:0.4991 l_f:0.3984 loss_0:0.5444 loss_1:0.5547 
2019-07-21 13:51:03 step:5060  loss:0.3755 l_f:0.3700 loss_0:0.3329 loss_1:0.4236 
2019-07-21 13:51:30 step:5080  loss:0.3687 l_f:0.2774 loss_0:0.3686 loss_1:0.4601 
2019-07-21 13:51:57 step:5100  loss:0.2721 l_f:0.2231 loss_0:0.2429 loss_1:0.3502 
2019-07-21 13:52:24 step:5120  loss:0.3416 l_f:0.2267 loss_0:0.3148 loss_1:0.4832 
2019-07-21 13:52:52 step:5140  loss:0.4304 l_f:0.4087 loss_0:0.3704 loss_1:0.5121 
2019-07-21 13:53:20 step:5160  loss:0.5058 l_f:0.4154 loss_0:0.4133 loss_1:0.6886 
2019-07-21 13:53:47 step:5180  loss:0.3375 l_f:0.3136 loss_0:0.3090 loss_1:0.3898 
2019-07-21 13:54:14 step:5200  loss:0.4822 l_f:0.3952 loss_0:0.4901 loss_1:0.5613 
2019-07-21 13:54:41 step:5220  loss:0.3498 l_f:0.3144 loss_0:0.3514 loss_1:0.3834 
2019-07-21 13:55:09 step:5240  loss:0.5363 l_f:0.5189 loss_0:0.5468 loss_1:0.5431 
2019-07-21 13:55:36 step:5260  loss:0.2773 l_f:0.1973 loss_0:0.1756 loss_1:0.4590 
2019-07-21 13:56:03 step:5280  loss:0.2877 l_f:0.2075 loss_0:0.2335 loss_1:0.4221 
2019-07-21 13:56:31 step:5300  loss:0.4826 l_f:0.4055 loss_0:0.5093 loss_1:0.5328 
2019-07-21 13:56:58 step:5320  loss:0.5729 l_f:0.4849 loss_0:0.5440 loss_1:0.6897 
2019-07-21 13:57:25 step:5340  loss:0.5339 l_f:0.4383 loss_0:0.5150 loss_1:0.6484 
2019-07-21 13:57:52 step:5360  loss:0.2811 l_f:0.1807 loss_0:0.2761 loss_1:0.3864 
2019-07-21 13:58:20 step:5380  loss:0.2765 l_f:0.1896 loss_0:0.2811 loss_1:0.3588 
2019-07-21 13:58:47 step:5400  loss:0.2869 l_f:0.1808 loss_0:0.2962 loss_1:0.3836 
2019-07-21 13:59:15 step:5420  loss:0.3375 l_f:0.2571 loss_0:0.3057 loss_1:0.4496 
2019-07-21 13:59:42 step:5440  loss:0.4585 l_f:0.3690 loss_0:0.4680 loss_1:0.5384 
2019-07-21 14:00:09 step:5460  loss:0.6541 l_f:0.5793 loss_0:0.7234 loss_1:0.6595 
2019-07-21 14:00:36 step:5480  loss:0.4168 l_f:0.3995 loss_0:0.4622 loss_1:0.3888 
2019-07-21 14:01:04 step:5500  loss:0.6655 l_f:0.5887 loss_0:0.6954 loss_1:0.7123 
2019-07-21 14:01:31 step:5520  loss:0.5266 l_f:0.4720 loss_0:0.5889 loss_1:0.5190 
2019-07-21 14:01:58 step:5540  loss:0.4013 l_f:0.2865 loss_0:0.2972 loss_1:0.6201 
2019-07-21 14:02:26 step:5560  loss:0.2514 l_f:0.1632 loss_0:0.1826 loss_1:0.4082 
2019-07-21 14:02:53 step:5580  loss:0.3935 l_f:0.3427 loss_0:0.3646 loss_1:0.4733 
2019-07-21 14:03:21 step:5600  loss:0.2213 l_f:0.1426 loss_0:0.1925 loss_1:0.3288 
2019-07-21 14:03:48 step:5620  loss:0.2388 l_f:0.1756 loss_0:0.2184 loss_1:0.3225 
2019-07-21 14:04:16 step:5640  loss:0.2849 l_f:0.2178 loss_0:0.2586 loss_1:0.3784 
2019-07-21 14:04:43 step:5660  loss:0.2570 l_f:0.1865 loss_0:0.2178 loss_1:0.3665 
2019-07-21 14:05:11 step:5680  loss:0.4420 l_f:0.3631 loss_0:0.4458 loss_1:0.5169 
2019-07-21 14:05:38 step:5700  loss:0.3688 l_f:0.3113 loss_0:0.3985 loss_1:0.3968 
2019-07-21 14:06:05 step:5720  loss:0.3103 l_f:0.2472 loss_0:0.2663 loss_1:0.4174 
2019-07-21 14:06:33 step:5740  loss:0.2515 l_f:0.1733 loss_0:0.1676 loss_1:0.4135 
2019-07-21 14:07:00 step:5760  loss:0.2846 l_f:0.2104 loss_0:0.2599 loss_1:0.3836 
2019-07-21 14:07:28 step:5780  loss:0.2902 l_f:0.2235 loss_0:0.2466 loss_1:0.4006 
2019-07-21 14:07:56 step:5800  loss:0.5883 l_f:0.5445 loss_0:0.6293 loss_1:0.5909 
2019-07-21 14:08:23 step:5820  loss:0.2732 l_f:0.2272 loss_0:0.2281 loss_1:0.3644 
2019-07-21 14:08:51 step:5840  loss:0.4781 l_f:0.4199 loss_0:0.5357 loss_1:0.4788 
2019-07-21 14:09:18 step:5860  loss:0.2846 l_f:0.1793 loss_0:0.2714 loss_1:0.4030 
2019-07-21 14:09:45 step:5880  loss:0.4772 l_f:0.4456 loss_0:0.5067 loss_1:0.4792 
2019-07-21 14:10:13 step:5900  loss:0.2580 l_f:0.1699 loss_0:0.2084 loss_1:0.3956 
2019-07-21 14:10:40 step:5920  loss:0.3328 l_f:0.2530 loss_0:0.3277 loss_1:0.4177 
2019-07-21 14:11:07 step:5940  loss:0.4320 l_f:0.3204 loss_0:0.5043 loss_1:0.4713 
2019-07-21 14:11:35 step:5960  loss:0.6734 l_f:0.6241 loss_0:0.6984 loss_1:0.6976 
2019-07-21 14:12:02 step:5980  loss:0.4067 l_f:0.3414 loss_0:0.3685 loss_1:0.5101 
2019-07-21 14:12:30 step:6000  loss:0.5035 l_f:0.4744 loss_0:0.5426 loss_1:0.4935 
2019-07-21 14:12:57 step:6020  loss:0.2546 l_f:0.1590 loss_0:0.2377 loss_1:0.3670 
2019-07-21 14:13:25 step:6040  loss:0.2573 l_f:0.1479 loss_0:0.2542 loss_1:0.3699 
2019-07-21 14:13:53 step:6060  loss:0.5162 l_f:0.4792 loss_0:0.5412 loss_1:0.5282 
2019-07-21 14:14:20 step:6080  loss:0.4717 l_f:0.3633 loss_0:0.4014 loss_1:0.6504 
2019-07-21 14:14:47 step:6100  loss:0.2682 l_f:0.1784 loss_0:0.2420 loss_1:0.3842 
2019-07-21 14:15:14 step:6120  loss:0.2459 l_f:0.1779 loss_0:0.2326 loss_1:0.3271 
2019-07-21 14:15:42 step:6140  loss:0.2303 l_f:0.1646 loss_0:0.2340 loss_1:0.2923 
2019-07-21 14:16:09 step:6160  loss:0.4478 l_f:0.3625 loss_0:0.4616 loss_1:0.5193 
2019-07-21 14:16:37 step:6180  loss:0.2599 l_f:0.1925 loss_0:0.2240 loss_1:0.3633 
2019-07-21 14:17:04 step:6200  loss:0.3812 l_f:0.2562 loss_0:0.3745 loss_1:0.5128 
2019-07-21 14:17:32 step:6220  loss:0.3418 l_f:0.2231 loss_0:0.3231 loss_1:0.4791 
2019-07-21 14:17:59 step:6240  loss:0.2472 l_f:0.1482 loss_0:0.1876 loss_1:0.4059 
2019-07-21 14:18:27 step:6260  loss:0.4633 l_f:0.3370 loss_0:0.4815 loss_1:0.5715 
2019-07-21 14:18:54 step:6280  loss:0.2305 l_f:0.1704 loss_0:0.2254 loss_1:0.2957 
2019-07-21 14:19:22 step:6300  loss:0.2319 l_f:0.1700 loss_0:0.2004 loss_1:0.3252 
2019-07-21 14:19:49 step:6320  loss:0.3695 l_f:0.2257 loss_0:0.3890 loss_1:0.4937 
2019-07-21 14:20:16 step:6340  loss:0.6333 l_f:0.5811 loss_0:0.6425 loss_1:0.6762 
2019-07-21 14:20:44 step:6360  loss:0.3739 l_f:0.2558 loss_0:0.4257 loss_1:0.4402 
2019-07-21 14:21:11 step:6380  loss:0.2413 l_f:0.1225 loss_0:0.1467 loss_1:0.4546 
2019-07-21 14:21:38 step:6400  loss:0.7395 l_f:0.5904 loss_0:0.9799 loss_1:0.6480 
2019-07-21 14:22:06 step:6420  loss:0.2876 l_f:0.1857 loss_0:0.2233 loss_1:0.4537 
2019-07-21 14:22:33 step:6440  loss:0.5441 l_f:0.4661 loss_0:0.6180 loss_1:0.5482 
2019-07-21 14:23:00 step:6460  loss:0.4454 l_f:0.3361 loss_0:0.4387 loss_1:0.5613 
2019-07-21 14:23:28 step:6480  loss:0.2701 l_f:0.1994 loss_0:0.2227 loss_1:0.3881 
2019-07-21 14:23:55 step:6500  loss:0.5650 l_f:0.5178 loss_0:0.6419 loss_1:0.5352 
2019-07-21 14:24:22 step:6520  loss:0.2253 l_f:0.1647 loss_0:0.1765 loss_1:0.3347 
2019-07-21 14:24:50 step:6540  loss:0.3118 l_f:0.2177 loss_0:0.2606 loss_1:0.4572 
2019-07-21 14:25:18 step:6560  loss:0.3314 l_f:0.2563 loss_0:0.3603 loss_1:0.3775 
2019-07-21 14:25:45 step:6580  loss:0.4707 l_f:0.4182 loss_0:0.5192 loss_1:0.4746 
2019-07-21 14:26:13 step:6600  loss:0.2100 l_f:0.1007 loss_0:0.1638 loss_1:0.3654 
2019-07-21 14:26:41 step:6620  loss:0.2831 l_f:0.2257 loss_0:0.2371 loss_1:0.3865 
2019-07-21 14:27:08 step:6640  loss:0.2591 l_f:0.1771 loss_0:0.2536 loss_1:0.3466 
2019-07-21 14:27:36 step:6660  loss:0.3394 l_f:0.2726 loss_0:0.2737 loss_1:0.4718 
2019-07-21 14:28:03 step:6680  loss:0.1993 l_f:0.1181 loss_0:0.1844 loss_1:0.2952 
2019-07-21 14:28:31 step:6700  loss:0.1784 l_f:0.1066 loss_0:0.1622 loss_1:0.2664 
2019-07-21 14:28:59 step:6720  loss:0.2285 l_f:0.1719 loss_0:0.2087 loss_1:0.3047 
2019-07-21 14:29:26 step:6740  loss:0.2115 l_f:0.1117 loss_0:0.1955 loss_1:0.3273 
2019-07-21 14:29:54 step:6760  loss:0.5355 l_f:0.5043 loss_0:0.5374 loss_1:0.5648 
2019-07-21 14:30:21 step:6780  loss:0.3918 l_f:0.2785 loss_0:0.4102 loss_1:0.4865 
2019-07-21 14:30:48 step:6800  loss:0.2541 l_f:0.1719 loss_0:0.2414 loss_1:0.3490 
2019-07-21 14:31:16 step:6820  loss:0.2091 l_f:0.0997 loss_0:0.1825 loss_1:0.3451 
2019-07-21 14:31:43 step:6840  loss:0.2054 l_f:0.1453 loss_0:0.1803 loss_1:0.2906 
2019-07-21 14:32:11 step:6860  loss:0.2329 l_f:0.1854 loss_0:0.2085 loss_1:0.3048 
2019-07-21 14:32:39 step:6880  loss:0.2142 l_f:0.0969 loss_0:0.1639 loss_1:0.3820 
2019-07-21 14:33:06 step:6900  loss:0.4499 l_f:0.3845 loss_0:0.5018 loss_1:0.4634 
2019-07-21 14:33:33 step:6920  loss:0.2846 l_f:0.2237 loss_0:0.2716 loss_1:0.3587 
2019-07-21 14:34:01 step:6940  loss:0.4686 l_f:0.3849 loss_0:0.3945 loss_1:0.6264 
2019-07-21 14:34:29 step:6960  loss:0.3659 l_f:0.2835 loss_0:0.3336 loss_1:0.4805 
2019-07-21 14:34:56 step:6980  loss:0.3209 l_f:0.2133 loss_0:0.2490 loss_1:0.5004 
2019-07-21 14:35:24 step:7000  loss:0.1900 l_f:0.1075 loss_0:0.1840 loss_1:0.2784 
2019-07-21 14:35:51 step:7020  loss:0.2301 l_f:0.1129 loss_0:0.2097 loss_1:0.3677 
2019-07-21 14:36:19 step:7040  loss:0.3177 l_f:0.2354 loss_0:0.2879 loss_1:0.4297 
2019-07-21 14:36:47 step:7060  loss:0.4930 l_f:0.4668 loss_0:0.5236 loss_1:0.4887 
2019-07-21 14:37:14 step:7080  loss:0.2488 l_f:0.1622 loss_0:0.2295 loss_1:0.3546 
2019-07-21 14:37:42 step:7100  loss:0.3036 l_f:0.2323 loss_0:0.3291 loss_1:0.3494 
2019-07-21 14:38:09 step:7120  loss:0.4821 l_f:0.3914 loss_0:0.4198 loss_1:0.6350 
2019-07-21 14:38:37 step:7140  loss:0.1887 l_f:0.1094 loss_0:0.1716 loss_1:0.2851 
2019-07-21 14:39:04 step:7160  loss:0.3316 l_f:0.2421 loss_0:0.3168 loss_1:0.4360 
2019-07-21 14:39:32 step:7180  loss:0.3141 l_f:0.2390 loss_0:0.2834 loss_1:0.4199 
2019-07-21 14:40:00 step:7200  loss:0.2465 l_f:0.1570 loss_0:0.1912 loss_1:0.3915 
2019-07-21 14:40:28 step:7220  loss:0.4038 l_f:0.3012 loss_0:0.3353 loss_1:0.5748 
2019-07-21 14:40:55 step:7240  loss:0.3343 l_f:0.2253 loss_0:0.3156 loss_1:0.4619 
2019-07-21 14:41:23 step:7260  loss:0.4006 l_f:0.2972 loss_0:0.3752 loss_1:0.5293 
2019-07-21 14:41:51 step:7280  loss:0.2982 l_f:0.2163 loss_0:0.2831 loss_1:0.3952 
2019-07-21 14:42:19 step:7300  loss:0.2876 l_f:0.2104 loss_0:0.2777 loss_1:0.3747 
2019-07-21 14:42:46 step:7320  loss:0.3959 l_f:0.3239 loss_0:0.4226 loss_1:0.4412 
2019-07-21 14:43:13 step:7340  loss:0.5038 l_f:0.4652 loss_0:0.5354 loss_1:0.5108 
2019-07-21 14:43:41 step:7360  loss:0.2408 l_f:0.1284 loss_0:0.1848 loss_1:0.4092 
2019-07-21 14:44:08 step:7380  loss:0.1988 l_f:0.1023 loss_0:0.1636 loss_1:0.3306 
2019-07-21 14:44:35 step:7400  loss:0.5752 l_f:0.5297 loss_0:0.6168 loss_1:0.5791 
2019-07-21 14:45:03 step:7420  loss:0.2180 l_f:0.1419 loss_0:0.1891 loss_1:0.3228 
2019-07-21 14:45:31 step:7440  loss:0.2322 l_f:0.1353 loss_0:0.2113 loss_1:0.3501 
2019-07-21 14:45:58 step:7460  loss:0.2509 l_f:0.1570 loss_0:0.2224 loss_1:0.3734 
2019-07-21 14:46:26 step:7480  loss:0.3697 l_f:0.2685 loss_0:0.3696 loss_1:0.4710 
2019-07-21 14:46:53 step:7500  loss:0.2960 l_f:0.2050 loss_0:0.2108 loss_1:0.4724 
2019-07-21 14:47:20 step:7520  loss:0.3034 l_f:0.2358 loss_0:0.2499 loss_1:0.4245 
2019-07-21 14:47:47 step:7540  loss:0.2541 l_f:0.1789 loss_0:0.2385 loss_1:0.3448 
2019-07-21 14:48:15 step:7560  loss:0.1962 l_f:0.1094 loss_0:0.1874 loss_1:0.2917 
2019-07-21 14:48:42 step:7580  loss:0.2439 l_f:0.1627 loss_0:0.1802 loss_1:0.3889 
2019-07-21 14:49:10 step:7600  loss:0.2753 l_f:0.2152 loss_0:0.2890 loss_1:0.3216 
2019-07-21 14:49:37 step:7620  loss:0.2435 l_f:0.1802 loss_0:0.2261 loss_1:0.3240 
2019-07-21 14:50:05 step:7640  loss:0.2127 l_f:0.1254 loss_0:0.1825 loss_1:0.3302 
2019-07-21 14:50:33 step:7660  loss:0.2769 l_f:0.1965 loss_0:0.2482 loss_1:0.3861 
2019-07-21 14:51:00 step:7680  loss:0.2430 l_f:0.1774 loss_0:0.2319 loss_1:0.3196 
2019-07-21 14:51:28 step:7700  loss:0.3500 l_f:0.2529 loss_0:0.3152 loss_1:0.4818 
2019-07-21 14:51:55 step:7720  loss:0.1922 l_f:0.1432 loss_0:0.1689 loss_1:0.2646 
2019-07-21 14:52:22 step:7740  loss:0.1859 l_f:0.0930 loss_0:0.1364 loss_1:0.3284 
2019-07-21 14:52:50 step:7760  loss:0.4945 l_f:0.4371 loss_0:0.5753 loss_1:0.4710 
2019-07-21 14:53:17 step:7780  loss:0.3684 l_f:0.2301 loss_0:0.3548 loss_1:0.5203 
2019-07-21 14:53:44 step:7800  loss:0.2190 l_f:0.1161 loss_0:0.1822 loss_1:0.3589 
2019-07-21 14:54:12 step:7820  loss:0.2882 l_f:0.1823 loss_0:0.3018 loss_1:0.3806 
2019-07-21 14:54:39 step:7840  loss:0.6216 l_f:0.5608 loss_0:0.6488 loss_1:0.6551 
2019-07-21 14:55:07 step:7860  loss:0.3657 l_f:0.2580 loss_0:0.4065 loss_1:0.4325 
2019-07-21 14:55:34 step:7880  loss:0.2091 l_f:0.1213 loss_0:0.1751 loss_1:0.3309 
2019-07-21 14:56:02 step:7900  loss:0.4075 l_f:0.2862 loss_0:0.3879 loss_1:0.5484 
2019-07-21 14:56:30 step:7920  loss:0.5990 l_f:0.4875 loss_0:0.7276 loss_1:0.5820 
2019-07-21 14:56:57 step:7940  loss:0.1918 l_f:0.1310 loss_0:0.1699 loss_1:0.2746 
2019-07-21 14:57:24 step:7960  loss:0.2333 l_f:0.1482 loss_0:0.2321 loss_1:0.3197 
2019-07-21 14:57:51 step:7980  loss:0.2739 l_f:0.2416 loss_0:0.2699 loss_1:0.3101 
2019-07-21 14:58:19 step:8000  loss:0.4030 l_f:0.3283 loss_0:0.4519 loss_1:0.4289 
2019-07-21 14:58:47 step:8020  loss:0.3228 l_f:0.2495 loss_0:0.2890 loss_1:0.4298 
2019-07-21 14:59:15 step:8040  loss:0.2003 l_f:0.1372 loss_0:0.1846 loss_1:0.2792 
2019-07-21 14:59:42 step:8060  loss:0.2550 l_f:0.1608 loss_0:0.2417 loss_1:0.3626 
2019-07-21 15:00:10 step:8080  loss:0.1740 l_f:0.0893 loss_0:0.1370 loss_1:0.2955 
2019-07-21 15:00:38 step:8100  loss:0.1332 l_f:0.0534 loss_0:0.1259 loss_1:0.2202 
2019-07-21 15:01:05 step:8120  loss:0.5112 l_f:0.4694 loss_0:0.5307 loss_1:0.5333 
2019-07-21 15:01:33 step:8140  loss:0.1849 l_f:0.1129 loss_0:0.1763 loss_1:0.2654 
2019-07-21 15:02:01 step:8160  loss:0.2881 l_f:0.1892 loss_0:0.2873 loss_1:0.3877 
2019-07-21 15:02:28 step:8180  loss:0.3872 l_f:0.3080 loss_0:0.3850 loss_1:0.4685 
2019-07-21 15:02:56 step:8200  loss:0.4104 l_f:0.2973 loss_0:0.3302 loss_1:0.6039 
2019-07-21 15:03:24 step:8220  loss:0.3122 l_f:0.2272 loss_0:0.3139 loss_1:0.3956 
2019-07-21 15:03:52 step:8240  loss:0.5665 l_f:0.5250 loss_0:0.6136 loss_1:0.5610 
2019-07-21 15:04:19 step:8260  loss:0.4819 l_f:0.4526 loss_0:0.5125 loss_1:0.4805 
2019-07-21 15:04:46 step:8280  loss:0.3309 l_f:0.1917 loss_0:0.2981 loss_1:0.5030 
2019-07-21 15:05:14 step:8300  loss:0.2722 l_f:0.1761 loss_0:0.2266 loss_1:0.4139 
2019-07-21 15:05:42 step:8320  loss:0.4081 l_f:0.3360 loss_0:0.3778 loss_1:0.5105 
2019-07-21 15:06:10 step:8340  loss:0.4524 l_f:0.3574 loss_0:0.5415 loss_1:0.4583 
2019-07-21 15:06:37 step:8360  loss:0.2179 l_f:0.1034 loss_0:0.1945 loss_1:0.3557 
2019-07-21 15:07:04 step:8380  loss:0.3150 l_f:0.2323 loss_0:0.3091 loss_1:0.4034 
2019-07-21 15:07:32 step:8400  loss:0.2182 l_f:0.1186 loss_0:0.1673 loss_1:0.3686 
2019-07-21 15:08:00 step:8420  loss:0.2097 l_f:0.1331 loss_0:0.2269 loss_1:0.2690 
2019-07-21 15:08:27 step:8440  loss:0.3269 l_f:0.2416 loss_0:0.3345 loss_1:0.4045 
2019-07-21 15:08:54 step:8460  loss:0.2152 l_f:0.1326 loss_0:0.2215 loss_1:0.2914 
2019-07-21 15:09:22 step:8480  loss:0.3145 l_f:0.2081 loss_0:0.3470 loss_1:0.3883 
2019-07-21 15:09:50 step:8500  loss:0.5497 l_f:0.4503 loss_0:0.5451 loss_1:0.6537 
2019-07-21 15:10:18 step:8520  loss:0.3845 l_f:0.3230 loss_0:0.3749 loss_1:0.4555 
2019-07-21 15:10:45 step:8540  loss:0.3152 l_f:0.2552 loss_0:0.2892 loss_1:0.4010 
2019-07-21 15:11:12 step:8560  loss:0.5023 l_f:0.4225 loss_0:0.4421 loss_1:0.6424 
2019-07-21 15:11:40 step:8580  loss:0.1862 l_f:0.0942 loss_0:0.1590 loss_1:0.3055 
2019-07-21 15:12:08 step:8600  loss:0.6197 l_f:0.5759 loss_0:0.6619 loss_1:0.6214 
2019-07-21 15:12:36 step:8620  loss:0.1811 l_f:0.1184 loss_0:0.1723 loss_1:0.2525 
2019-07-21 15:13:03 step:8640  loss:0.2820 l_f:0.1763 loss_0:0.2623 loss_1:0.4076 
2019-07-21 15:13:31 step:8660  loss:0.2731 l_f:0.1800 loss_0:0.2740 loss_1:0.3654 
2019-07-21 15:13:59 step:8680  loss:0.2425 l_f:0.1430 loss_0:0.2364 loss_1:0.3480 
2019-07-21 15:14:26 step:8700  loss:0.4665 l_f:0.3626 loss_0:0.4499 loss_1:0.5870 
2019-07-21 15:14:54 step:8720  loss:0.5616 l_f:0.5082 loss_0:0.5517 loss_1:0.6248 
2019-07-21 15:15:22 step:8740  loss:0.2468 l_f:0.2075 loss_0:0.2605 loss_1:0.2723 
2019-07-21 15:15:50 step:8760  loss:0.3089 l_f:0.1867 loss_0:0.3388 loss_1:0.4013 
2019-07-21 15:16:17 step:8780  loss:0.2589 l_f:0.1747 loss_0:0.2576 loss_1:0.3442 
2019-07-21 15:16:45 step:8800  loss:0.3115 l_f:0.2117 loss_0:0.3408 loss_1:0.3820 
2019-07-21 15:17:13 step:8820  loss:0.3005 l_f:0.2041 loss_0:0.2633 loss_1:0.4342 
2019-07-21 15:17:40 step:8840  loss:0.2930 l_f:0.1977 loss_0:0.2517 loss_1:0.4295 
2019-07-21 15:18:07 step:8860  loss:0.2762 l_f:0.1667 loss_0:0.2893 loss_1:0.3724 
2019-07-21 15:18:35 step:8880  loss:0.3576 l_f:0.2102 loss_0:0.2957 loss_1:0.5669 
2019-07-21 15:19:03 step:8900  loss:0.2091 l_f:0.1510 loss_0:0.1719 loss_1:0.3043 
2019-07-21 15:19:30 step:8920  loss:0.2006 l_f:0.1270 loss_0:0.1668 loss_1:0.3081 
2019-07-21 15:19:58 step:8940  loss:0.3228 l_f:0.2185 loss_0:0.2614 loss_1:0.4884 
2019-07-21 15:20:25 step:8960  loss:0.2258 l_f:0.1404 loss_0:0.1664 loss_1:0.3706 
2019-07-21 15:20:53 step:8980  loss:0.2292 l_f:0.1456 loss_0:0.2105 loss_1:0.3315 
2019-07-21 15:21:20 step:9000  loss:0.2653 l_f:0.1912 loss_0:0.2640 loss_1:0.3407 
2019-07-21 15:21:48 step:9020  loss:0.2729 l_f:0.2122 loss_0:0.3276 loss_1:0.2788 
2019-07-21 15:22:16 step:9040  loss:0.5433 l_f:0.5050 loss_0:0.6052 loss_1:0.5197 
2019-07-21 15:22:44 step:9060  loss:0.3040 l_f:0.2113 loss_0:0.2953 loss_1:0.4053 
2019-07-21 15:23:11 step:9080  loss:0.1864 l_f:0.1048 loss_0:0.1747 loss_1:0.2797 
2019-07-21 15:23:38 step:9100  loss:0.4500 l_f:0.4008 loss_0:0.3821 loss_1:0.5671 
2019-07-21 15:24:06 step:9120  loss:0.2684 l_f:0.1786 loss_0:0.2460 loss_1:0.3805 
2019-07-21 15:24:34 step:9140  loss:0.1594 l_f:0.0906 loss_0:0.1220 loss_1:0.2656 
2019-07-21 15:25:02 step:9160  loss:0.2070 l_f:0.1117 loss_0:0.1929 loss_1:0.3164 
2019-07-21 15:25:29 step:9180  loss:0.2754 l_f:0.1827 loss_0:0.2929 loss_1:0.3505 
2019-07-21 15:25:57 step:9200  loss:0.2646 l_f:0.1931 loss_0:0.2481 loss_1:0.3527 
2019-07-21 15:26:25 step:9220  loss:0.3079 l_f:0.2203 loss_0:0.2749 loss_1:0.4285 
2019-07-21 15:26:53 step:9240  loss:0.2621 l_f:0.1876 loss_0:0.2600 loss_1:0.3388 
2019-07-21 15:27:20 step:9260  loss:0.2031 l_f:0.1267 loss_0:0.1735 loss_1:0.3092 
2019-07-21 15:27:48 step:9280  loss:0.2773 l_f:0.1586 loss_0:0.3193 loss_1:0.3538 
2019-07-21 15:28:16 step:9300  loss:0.3077 l_f:0.2086 loss_0:0.2990 loss_1:0.4156 
2019-07-21 15:28:44 step:9320  loss:0.4111 l_f:0.2743 loss_0:0.4019 loss_1:0.5570 
2019-07-21 15:29:12 step:9340  loss:0.2626 l_f:0.1753 loss_0:0.2817 loss_1:0.3309 
2019-07-21 15:29:39 step:9360  loss:0.3667 l_f:0.2726 loss_0:0.3180 loss_1:0.5094 
2019-07-21 15:30:06 step:9380  loss:0.4173 l_f:0.3310 loss_0:0.3470 loss_1:0.5738 
2019-07-21 15:30:34 step:9400  loss:0.2878 l_f:0.1549 loss_0:0.2515 loss_1:0.4570 
2019-07-21 15:31:01 step:9420  loss:0.2018 l_f:0.1015 loss_0:0.1669 loss_1:0.3371 
2019-07-21 15:31:29 step:9440  loss:0.3147 l_f:0.2322 loss_0:0.2955 loss_1:0.4164 
2019-07-21 15:31:56 step:9460  loss:0.2712 l_f:0.1779 loss_0:0.2464 loss_1:0.3894 
2019-07-21 15:32:24 step:9480  loss:0.1647 l_f:0.0700 loss_0:0.1562 loss_1:0.2680 
2019-07-21 15:32:51 step:9500  loss:0.2613 l_f:0.1679 loss_0:0.2239 loss_1:0.3922 
2019-07-21 15:33:19 step:9520  loss:0.2818 l_f:0.2063 loss_0:0.2796 loss_1:0.3594 
2019-07-21 15:33:47 step:9540  loss:0.2127 l_f:0.1530 loss_0:0.2040 loss_1:0.2812 
2019-07-21 15:34:14 step:9560  loss:0.3616 l_f:0.2346 loss_0:0.3566 loss_1:0.4937 
2019-07-21 15:34:42 step:9580  loss:0.2012 l_f:0.1065 loss_0:0.1785 loss_1:0.3185 
2019-07-21 15:35:09 step:9600  loss:0.4681 l_f:0.4343 loss_0:0.4834 loss_1:0.4867 
2019-07-21 15:35:37 step:9620  loss:0.2428 l_f:0.1890 loss_0:0.2361 loss_1:0.3033 
2019-07-21 15:36:05 step:9640  loss:0.2426 l_f:0.1995 loss_0:0.2471 loss_1:0.2811 
2019-07-21 15:36:32 step:9660  loss:0.5510 l_f:0.4721 loss_0:0.5594 loss_1:0.6215 
2019-07-21 15:37:00 step:9680  loss:0.3902 l_f:0.2938 loss_0:0.3119 loss_1:0.5650 
2019-07-21 15:37:27 step:9700  loss:0.3298 l_f:0.2781 loss_0:0.3092 loss_1:0.4020 
2019-07-21 15:37:55 step:9720  loss:0.4718 l_f:0.3620 loss_0:0.4675 loss_1:0.5860 
2019-07-21 15:38:23 step:9740  loss:0.5261 l_f:0.4712 loss_0:0.5475 loss_1:0.5596 
